time_s,elapsed_s,gt_sync_span_s,gt_x_m,gt_y_m,gt_yaw_deg,estimate_x_m,estimate_y_m,estimate_yaw_deg,aligned_x_m,aligned_y_m,aligned_yaw_deg,position_error_m,yaw_error_signed_deg,yaw_error_deg,composite_pose_error,joint_accuracy_satisfied,filter_segment_id,original_row_index
99.550000,98.220000,0.050000,-8.468531,-3.266602,43.168,-8.386712,-3.227388,43.986,-8.310451,-3.308672,44.662,0.163582,1.494,1.494,0.313269,1,0,505
99.740000,98.410000,0.040000,-8.436814,-3.236512,45.997,-8.357675,-3.197729,46.686,-8.281767,-3.278672,47.362,0.160677,1.365,1.365,0.298128,1,0,506
99.940000,98.610000,0.040000,-8.399686,-3.197678,47.387,-8.321582,-3.158213,48.112,-8.246142,-3.238733,48.788,0.158939,1.401,1.401,0.299675,1,0,507
100.140000,98.810000,0.040000,-8.356606,-3.150703,47.571,-8.279364,-3.110737,48.340,-8.204487,-3.190763,49.016,0.157305,1.445,1.445,0.302063,1,0,508
100.340000,99.010000,0.040000,-8.307241,-3.096859,46.752,-8.230598,-3.056392,47.601,-8.156365,-3.135847,48.276,0.155832,1.524,1.524,0.308259,1,0,509
100.540000,99.210000,0.040000,-8.269930,-3.057293,45.455,-8.181182,-3.003725,45.777,-8.107573,-3.082601,46.452,0.164317,0.997,0.997,0.271797,1,0,510
100.740000,99.410000,0.040000,-8.221383,-3.008864,42.346,-8.132333,-2.956297,42.470,-8.059287,-3.034600,43.145,0.164126,0.800,0.800,0.258196,1,0,511
100.940000,99.610000,0.040000,-8.171450,-2.964479,38.803,-8.081603,-2.912753,38.933,-8.009075,-2.990461,39.609,0.164441,0.806,0.806,0.258996,1,0,512
101.140000,99.810000,0.040000,-8.119256,-2.923551,35.306,-8.028664,-2.872681,35.457,-7.956611,-2.949767,36.133,0.164744,0.827,0.827,0.260693,1,0,513
101.330000,100.000000,0.030000,-8.064896,-2.886005,31.924,-7.976475,-2.837757,32.261,-7.904838,-2.914230,32.937,0.162527,1.013,1.013,0.270821,1,0,514
101.530000,100.200000,0.030000,-8.008478,-2.851770,28.748,-7.919450,-2.804054,29.121,-7.848215,-2.879857,29.797,0.162706,1.049,1.049,0.273803,1,0,515
101.720000,100.390000,0.020000,-7.949381,-2.820207,25.724,-7.862745,-2.774425,26.274,-7.791862,-2.849562,26.950,0.160230,1.226,1.226,0.285307,1,0,516
101.920000,100.590000,0.020000,-7.887891,-2.791382,22.523,-7.800878,-2.746082,23.019,-7.730334,-2.820491,23.695,0.160223,1.172,1.172,0.280706,1,0,517
102.120000,100.790000,0.020000,-7.825130,-2.766289,18.813,-7.737699,-2.721729,19.268,-7.667447,-2.795394,19.943,0.160347,1.130,1.130,0.277437,1,0,518
102.310000,100.980000,0.010000,-7.760567,-2.745279,15.088,-7.675983,-2.702382,15.740,-7.605963,-2.775322,16.415,0.157496,1.327,1.327,0.291259,1,0,519
102.490000,101.160000,0.100000,-7.695690,-2.728690,11.530,-7.615863,-2.687397,12.450,-7.546024,-2.759628,13.126,0.152831,1.596,1.596,0.312502,1,0,520
102.690000,101.360000,0.090000,-7.642349,-2.718165,8.918,-7.546585,-2.674368,9.123,-7.476905,-2.745784,9.799,0.167734,0.881,0.881,0.267953,1,0,521
102.880000,101.550000,0.080000,-7.572432,-2.707985,5.930,-7.522946,-2.521657,4.991,-7.455067,-2.592805,5.666,0.164441,-0.264,0.264,0.235525,1,0,522
103.080000,101.750000,0.080000,-7.509404,-2.702122,1.499,-7.462768,-2.497662,0.196,-7.395177,-2.568101,0.871,0.176094,-0.627,0.627,0.264372,1,0,523
103.280000,101.950000,0.080000,-7.447655,-2.701579,-4.683,-7.400267,-2.501055,-6.179,-7.332641,-2.570757,-5.504,0.174191,-0.821,0.821,0.272341,1,0,524
103.470000,102.140000,0.070000,-7.381071,-2.708736,-11.408,-7.336689,-2.511871,-12.470,-7.268939,-2.580823,-11.795,0.170104,-0.386,0.386,0.246694,1,0,525
103.670000,102.340000,0.070000,-7.308254,-2.725332,-16.656,-7.263856,-2.531936,-17.512,-7.195875,-2.600028,-16.836,0.168315,-0.181,0.181,0.239401,1,0,526
103.870000,102.540000,0.070000,-7.234866,-2.748608,-20.018,-7.191588,-2.557442,-20.672,-7.123311,-2.624680,-19.996,0.166742,0.022,0.022,0.235829,1,0,527
104.040000,102.710000,0.040000,-7.167664,-2.773752,-21.590,-7.134872,-2.579951,-21.975,-7.066333,-2.646518,-21.300,0.162654,0.290,0.290,0.233664,1,0,528
104.250000,102.920000,0.050000,-7.105482,-2.798503,-21.281,-7.069631,-2.606612,-21.674,-7.000782,-2.672408,-20.998,0.163896,0.283,0.283,0.235203,1,0,529
104.440000,103.110000,0.040000,-7.045468,-2.821601,-19.184,-7.012494,-2.628617,-19.727,-6.943390,-2.693738,-19.051,0.163612,0.133,0.133,0.232146,1,0,530
104.640000,103.310000,0.040000,-7.000254,-2.837198,-16.524,-6.951747,-2.648625,-16.127,-6.882411,-2.713028,-15.452,0.171188,1.072,1.072,0.285635,1,0,531
104.840000,103.510000,0.040000,-6.938314,-2.854728,-12.556,-6.889063,-2.664686,-12.213,-6.819542,-2.728349,-11.537,0.173431,1.019,1.019,0.284464,1,0,532
105.040000,103.710000,0.040000,-6.873268,-2.868310,-8.763,-6.823007,-2.676905,-8.364,-6.753346,-2.739788,-7.688,0.175781,1.075,1.075,0.291396,1,0,533
105.240000,103.910000,0.040000,-6.805428,-2.877771,-5.039,-6.754178,-2.684984,-4.755,-6.684427,-2.747055,-4.079,0.178123,0.960,0.960,0.286161,1,0,534
105.430000,104.100000,0.030000,-6.733757,-2.883168,-2.035,-6.685478,-2.689224,-1.974,-6.615682,-2.750485,-1.299,0.177613,0.736,0.736,0.271916,1,0,535
105.630000,104.300000,0.030000,-6.659931,-2.884948,0.542,-6.611086,-2.690355,0.499,-6.541282,-2.750738,1.175,0.179137,0.633,0.633,0.268678,1,0,536
105.830000,104.500000,0.030000,-6.583420,-2.883580,2.299,-6.534120,-2.688768,2.184,-6.464340,-2.748244,2.860,0.180267,0.561,0.561,0.266992,1,0,537
106.020000,104.690000,0.020000,-6.505402,-2.879947,3.590,-6.459683,-2.685383,3.350,-6.389948,-2.743981,4.026,0.178371,0.436,0.436,0.259678,1,0,538
106.170000,104.840000,0.070000,-6.445897,-2.876094,4.076,-6.400009,-2.681871,3.777,-6.330320,-2.739766,4.453,0.178727,0.377,0.377,0.258311,1,0,539
106.360000,105.030000,0.060000,-6.367382,-2.870379,4.311,-6.325334,-2.677072,3.960,-6.255706,-2.734086,4.636,0.176203,0.324,0.324,0.253373,1,0,540
106.560000,105.230000,0.060000,-6.291796,-2.864745,3.518,-6.249818,-2.672527,3.074,-6.180249,-2.728651,3.750,0.175967,0.232,0.232,0.251000,1,0,541
106.760000,105.430000,0.060000,-6.219862,-2.860868,1.467,-6.177697,-2.670212,1.003,-6.108161,-2.725486,1.679,0.175515,0.212,0.212,0.250025,1,0,542
106.950000,105.620000,0.050000,-6.151612,-2.859569,-1.388,-6.112981,-2.670663,-1.747,-6.043444,-2.725173,-1.072,0.172518,0.316,0.316,0.248035,1,0,543
107.150000,105.820000,0.050000,-6.088794,-2.861855,-5.572,-6.050163,-2.675086,-5.944,-5.980578,-2.728855,-5.269,0.171463,0.304,0.304,0.246256,1,0,544
107.340000,106.010000,0.040000,-6.028314,-2.868590,-10.075,-5.992832,-2.683499,-10.233,-5.923152,-2.736592,-9.558,0.168768,0.517,0.517,0.249617,1,0,545
107.550000,106.220000,0.050000,-5.969326,-2.879855,-14.478,-5.931195,-2.697495,-14.850,-5.861354,-2.749861,-14.174,0.168987,0.304,0.304,0.242829,1,0,546
107.740000,106.410000,0.040000,-5.925879,-2.891227,-17.663,-5.876544,-2.714345,-18.841,-5.806508,-2.766065,-18.165,0.172960,-0.503,0.503,0.254718,1,0,547
107.940000,106.610000,0.040000,-5.867819,-2.910495,-21.697,-5.819357,-2.736411,-22.887,-5.749065,-2.787455,-22.212,0.171001,-0.515,0.515,0.252560,1,0,548
108.130000,106.800000,0.030000,-5.810734,-2.934119,-25.758,-5.765686,-2.761569,-26.706,-5.695101,-2.811978,-26.031,0.168195,-0.273,0.273,0.240970,1,0,549
108.320000,106.990000,0.020000,-5.752516,-2.963304,-29.506,-5.710761,-2.791799,-30.154,-5.639823,-2.841558,-29.479,0.165897,0.027,0.027,0.234646,1,0,550
108.520000,107.190000,0.020000,-5.692080,-2.998412,-32.579,-5.675087,-2.821977,-34.331,-5.603796,-2.871314,-33.656,0.154752,-1.077,1.077,0.266646,1,0,551
108.720000,107.390000,0.020000,-5.635419,-3.035779,-36.182,-5.620348,-2.862478,-37.900,-5.548583,-2.911166,-37.224,0.151884,-1.043,1.043,0.260532,1,0,552
108.910000,107.580000,0.010000,-5.574347,-3.081535,-38.166,-5.563216,-2.908879,-39.678,-5.490907,-2.956890,-39.002,0.149995,-0.836,0.836,0.242832,1,0,553
109.110000,107.780000,0.010000,-5.513075,-3.129986,-38.474,-5.503317,-2.959123,-39.923,-5.430420,-3.006425,-39.247,0.148658,-0.773,0.773,0.236941,1,0,554
109.300000,107.970000,0.100000,-5.454470,-3.176420,-37.601,-5.448687,-3.004478,-39.050,-5.375260,-3.051132,-38.374,0.148228,-0.773,0.773,0.236406,1,0,555
109.490000,108.160000,0.100000,-5.398311,-3.219163,-35.929,-5.394677,-3.047260,-37.421,-5.320749,-3.093275,-36.746,0.147864,-0.817,0.817,0.238874,1,0,556
109.690000,108.360000,0.100000,-5.338718,-3.261578,-34.120,-5.335806,-3.090900,-35.598,-5.261368,-3.136217,-34.922,0.147305,-0.802,0.802,0.237188,1,0,557
109.890000,108.560000,0.100000,-5.274347,-3.304851,-33.378,-5.272430,-3.135791,-34.838,-5.197466,-3.180358,-34.162,0.146319,-0.784,0.784,0.234744,1,0,558
110.090000,108.760000,0.090000,-5.223149,-3.338544,-33.246,-5.207527,-3.181009,-34.647,-5.132035,-3.224807,-33.971,0.145732,-0.725,0.725,0.230211,1,0,559
110.280000,108.950000,0.080000,-5.158046,-3.381166,-32.799,-5.130073,-3.251661,-32.994,-5.053753,-3.294542,-32.318,0.135576,0.481,0.481,0.203456,1,0,560
110.480000,109.150000,0.080000,-5.099273,-3.418667,-30.696,-5.071949,-3.288157,-30.607,-4.995203,-3.330349,-29.931,0.136495,0.764,0.764,0.221218,1,0,561
110.680000,109.350000,0.080000,-5.045662,-3.449902,-26.792,-5.018469,-3.317648,-26.419,-4.941379,-3.359208,-25.744,0.138204,1.049,1.049,0.245360,1,0,562
110.870000,109.540000,0.070000,-4.993648,-3.475332,-21.145,-4.968485,-3.339807,-20.900,-4.891136,-3.380776,-20.225,0.139462,0.920,0.920,0.236269,1,0,563
111.070000,109.740000,0.070000,-4.942503,-3.494291,-15.184,-4.916787,-3.356671,-14.969,-4.839244,-3.397029,-14.294,0.141854,0.890,0.890,0.236847,1,0,564
111.270000,109.940000,0.070000,-4.892085,-3.507331,-9.542,-4.865848,-3.367744,-9.364,-4.788178,-3.407500,-8.688,0.144094,0.854,0.854,0.236875,1,0,565
111.470000,110.140000,0.070000,-4.840987,-3.515349,-4.178,-4.814272,-3.373878,-4.003,-4.736533,-3.413026,-3.327,0.146221,0.851,0.851,0.239276,1,0,566
111.670000,110.340000,0.070000,-4.788739,-3.518607,1.108,-4.761932,-3.375239,1.301,-4.684181,-3.413769,1.977,0.148066,0.869,0.869,0.242782,1,0,567
111.860000,110.530000,0.060000,-4.736897,-3.517039,6.427,-4.712538,-3.372017,6.364,-4.634828,-3.409965,7.039,0.147929,0.612,0.612,0.226405,1,0,568
112.060000,110.730000,0.060000,-4.682689,-3.510257,11.542,-4.658362,-3.363606,11.494,-4.580755,-3.400916,12.170,0.149486,0.628,0.628,0.229289,1,0,569
112.260000,110.930000,0.060000,-4.626443,-3.497834,16.496,-4.702162,-3.304180,15.788,-4.625252,-3.342010,16.463,0.155828,-0.032,0.032,0.220422,1,0,570
112.460000,111.130000,0.060000,-4.562857,-3.477926,19.837,-4.637860,-3.283944,18.977,-4.561193,-3.321018,19.652,0.156917,-0.184,0.184,0.223438,1,0,571
112.660000,111.330000,0.060000,-4.495913,-3.453155,21.417,-4.570543,-3.259817,20.549,-4.494166,-3.296099,21.224,0.157066,-0.193,0.193,0.223787,1,0,572
112.850000,111.520000,0.050000,-4.430533,-3.427203,23.006,-4.508075,-3.235802,22.023,-4.431986,-3.271349,22.699,0.155861,-0.307,0.307,0.224651,1,0,573
113.050000,111.720000,0.050000,-4.367499,-3.399810,25.538,-4.444741,-3.208766,24.530,-4.368974,-3.243567,25.205,0.156250,-0.332,0.332,0.225915,1,0,574
113.250000,111.920000,0.050000,-4.306360,-3.369830,28.494,-4.383354,-3.178982,27.470,-4.307943,-3.213062,28.146,0.156776,-0.348,0.348,0.227126,1,0,575
113.440000,112.110000,0.040000,-4.246667,-3.336548,31.700,-4.326422,-3.147567,30.501,-4.251385,-3.180978,31.177,0.155642,-0.523,0.523,0.232201,1,0,576
113.640000,112.310000,0.040000,-4.188158,-3.299411,34.964,-4.267635,-3.110728,33.773,-4.193037,-3.143448,34.448,0.156039,-0.516,0.516,0.232409,1,0,577
113.840000,112.510000,0.040000,-4.130884,-3.258352,38.023,-4.209981,-3.069990,36.836,-4.135867,-3.102033,37.512,0.156398,-0.511,0.511,0.232703,1,0,578
114.030000,112.700000,0.030000,-4.088836,-3.225116,40.004,-4.156373,-3.027986,39.352,-4.082759,-3.059400,40.028,0.165827,0.024,0.024,0.234539,1,0,579
114.240000,112.910000,0.040000,-4.033528,-3.177724,42.369,-4.107705,-2.998646,41.957,-4.034440,-3.029488,42.633,0.148239,0.264,0.264,0.212949,1,0,580
114.440000,113.110000,0.040000,-3.979506,-3.127612,44.719,-4.053580,-2.948111,44.282,-3.980914,-2.978318,44.957,0.149300,0.239,0.239,0.213820,1,0,581
114.630000,113.300000,0.030000,-3.926037,-3.073751,46.492,-4.002262,-2.896707,45.864,-3.930206,-2.926313,46.539,0.147497,0.047,0.047,0.208698,1,0,582
114.820000,113.490000,0.020000,-3.872867,-3.017035,47.702,-3.951079,-2.843005,46.947,-3.879660,-2.872011,47.623,0.145183,-0.079,0.079,0.205625,1,0,583
115.030000,113.700000,0.030000,-3.819843,-2.958284,48.428,-3.894495,-2.781753,47.645,-3.823802,-2.810096,48.321,0.148241,-0.107,0.107,0.210185,1,0,584
115.220000,113.890000,0.020000,-3.767321,-2.898845,48.699,-3.843757,-2.725985,47.856,-3.773725,-2.753734,48.531,0.145253,-0.168,0.168,0.206780,1,0,585
115.420000,114.090000,0.020000,-3.715415,-2.839750,48.653,-3.790781,-2.667646,47.793,-3.721441,-2.694774,48.469,0.145101,-0.184,0.184,0.206856,1,0,586
115.610000,114.280000,0.010000,-3.663132,-2.780324,48.656,-3.740090,-2.611877,47.804,-3.671411,-2.638411,48.479,0.142154,-0.177,0.177,0.202589,1,0,587
115.810000,114.480000,0.010000,-3.611059,-2.720953,49.042,-3.687089,-2.553146,48.192,-3.619106,-2.579059,48.867,0.142122,-0.174,0.174,0.202497,1,0,588
116.010000,114.680000,0.010000,-3.559664,-2.661516,49.472,-3.634792,-2.494337,48.623,-3.567507,-2.519637,49.298,0.142095,-0.173,0.173,0.202437,1,0,589
116.190000,114.860000,0.100000,-3.509382,-2.602631,49.451,-3.587387,-2.440606,48.610,-3.520738,-2.465352,49.286,0.137748,-0.165,0.165,0.196206,1,0,590
116.390000,115.060000,0.100000,-3.460642,-2.546010,48.861,-3.475063,-2.488598,47.530,-3.407856,-2.512015,48.205,0.062786,-0.656,0.656,0.128408,1,0,591
116.590000,115.260000,0.090000,-3.426484,-2.506945,49.518,-3.430196,-2.439090,48.482,-3.363576,-2.461982,49.158,0.077325,-0.360,0.360,0.120614,1,0,592
116.790000,115.460000,0.090000,-3.383261,-2.455730,51.868,-3.386417,-2.387521,51.193,-3.320408,-2.409900,51.869,0.077787,0.001,0.001,0.110007,1,0,593
116.990000,115.660000,0.090000,-3.342200,-2.402068,56.101,-3.345985,-2.333173,55.795,-3.280619,-2.355080,56.470,0.077461,0.369,0.369,0.121344,1,0,594
117.180000,115.850000,0.080000,-3.303569,-2.341879,61.250,-3.309530,-2.274190,60.606,-3.244863,-2.295671,61.281,0.074709,0.031,0.031,0.105748,1,0,595
117.380000,116.050000,0.080000,-3.267977,-2.273840,65.234,-3.273991,-2.205543,64.330,-3.210136,-2.226609,65.006,0.074675,-0.228,0.228,0.110427,1,0,596
117.580000,116.250000,0.080000,-3.237378,-2.205473,67.428,-3.243100,-2.138018,66.255,-3.180043,-2.158725,66.930,0.073977,-0.498,0.498,0.126126,1,0,597
117.770000,116.440000,0.070000,-3.210773,-2.140721,67.745,-3.216632,-2.077364,66.334,-3.154292,-2.097762,67.010,0.070962,-0.735,0.735,0.144532,1,0,598
117.970000,116.640000,0.070000,-3.185247,-2.078752,66.228,-3.188996,-2.016340,64.633,-3.127378,-2.036417,65.309,0.071702,-0.919,0.919,0.164895,1,0,599
118.170000,116.840000,0.070000,-3.158183,-2.018666,62.978,-3.159146,-1.957575,61.227,-3.098223,-1.977305,61.903,0.072843,-1.075,1.075,0.183687,1,0,600
118.360000,117.030000,0.060000,-3.127130,-1.959847,59.074,-3.126785,-1.902966,57.547,-3.066508,-1.922317,58.223,0.071299,-0.851,0.851,0.157021,1,0,601
118.560000,117.230000,0.060000,-3.091570,-1.902392,55.330,-3.088451,-1.846989,53.843,-3.028836,-1.865892,54.518,0.072579,-0.811,0.811,0.153954,1,0,602
118.750000,117.420000,0.050000,-3.051117,-1.845483,52.123,-3.047729,-1.794402,50.810,-2.988738,-1.812828,51.486,0.070409,-0.637,0.637,0.134239,1,0,603
118.950000,117.620000,0.050000,-3.006259,-1.789166,49.378,-3.000732,-1.739641,48.073,-2.942390,-1.757518,48.749,0.071280,-0.628,0.628,0.134385,1,0,604
119.140000,117.810000,0.040000,-2.957435,-1.733392,47.122,-2.952578,-1.688149,45.919,-2.894846,-1.705461,46.594,0.068538,-0.528,0.528,0.122355,1,0,605
119.340000,118.010000,0.040000,-2.905193,-1.678035,45.420,-2.898681,-1.634301,44.193,-2.841588,-1.650981,44.869,0.069120,-0.551,0.551,0.125012,1,0,606
119.540000,118.210000,0.040000,-2.850187,-1.622854,44.250,-2.842137,-1.580586,42.998,-2.785681,-1.596603,43.674,0.069642,-0.576,0.576,0.127784,1,0,607
119.730000,118.400000,0.030000,-2.807457,-1.581380,43.815,-2.838830,-1.520662,42.622,-2.783081,-1.536645,43.298,0.050945,-0.517,0.517,0.102666,1,0,608
119.930000,118.600000,0.030000,-2.751473,-1.527764,43.127,-2.781940,-1.468923,41.673,-2.726805,-1.484238,42.349,0.050030,-0.778,0.778,0.130837,1,0,609
120.120000,118.790000,0.020000,-2.695952,-1.476617,40.731,-2.727223,-1.422160,39.298,-2.672644,-1.436834,39.973,0.046109,-0.758,0.758,0.125426,1,0,610
120.310000,118.980000,0.010000,-2.635938,-1.425899,38.991,-2.668367,-1.375450,37.772,-2.614342,-1.389432,38.448,0.042382,-0.543,0.543,0.097438,1,0,611
120.510000,119.180000,0.010000,-2.575573,-1.377294,38.743,-2.606952,-1.328195,37.611,-2.553489,-1.341456,38.286,0.042096,-0.456,0.456,0.087796,1,0,612
120.700000,119.370000,0.000000,-2.516245,-1.329599,39.192,-2.549682,-1.283877,38.055,-2.496746,-1.296466,38.730,0.038444,-0.461,0.461,0.084914,1,0,613
120.900000,119.570000,0.000000,-2.458033,-1.281814,40.127,-2.490582,-1.236966,38.981,-2.438202,-1.248862,39.657,0.038459,-0.470,0.470,0.085924,1,0,614
121.090000,119.760000,0.100000,-2.402261,-1.234355,41.317,-2.435431,-1.191482,40.136,-2.383592,-1.202731,40.812,0.036724,-0.504,0.504,0.088246,1,0,615
121.290000,119.960000,0.090000,-2.358550,-1.195720,42.338,-2.378232,-1.142187,41.442,-2.326978,-1.152764,42.117,0.053311,-0.221,0.221,0.081617,1,0,616
121.490000,120.160000,0.090000,-2.302782,-1.144354,43.628,-2.321744,-1.091221,42.720,-2.271095,-1.101135,43.395,0.053591,-0.233,0.233,0.082627,1,0,617
121.680000,120.350000,0.080000,-2.247802,-1.091415,44.868,-2.268849,-1.041420,43.911,-2.218791,-1.050714,44.587,0.049982,-0.281,0.281,0.081110,1,0,618
121.870000,120.540000,0.070000,-2.194425,-1.037703,46.348,-2.217595,-0.990923,45.359,-2.168135,-0.999616,46.035,0.046279,-0.313,0.313,0.078992,1,0,619
122.070000,120.740000,0.070000,-2.143623,-0.983781,48.272,-2.166421,-0.937485,47.347,-2.117596,-0.945579,48.023,0.046226,-0.249,0.249,0.074233,1,0,620
122.270000,120.940000,0.070000,-2.095544,-0.928908,50.534,-2.117959,-0.882813,49.612,-2.069781,-0.890339,50.288,0.046382,-0.246,0.246,0.074235,1,0,621
122.460000,121.130000,0.060000,-2.049799,-0.872342,52.733,-2.074044,-0.829290,51.695,-2.026501,-0.836303,52.370,0.042914,-0.363,0.363,0.079468,1,0,622
122.640000,121.310000,0.040000,-2.006254,-0.814129,54.745,-2.034211,-0.777218,53.505,-1.987284,-0.783764,54.180,0.035804,-0.564,0.564,0.094520,1,0,623
122.850000,121.520000,0.050000,-1.964584,-0.754234,56.547,-1.989591,-0.714774,55.406,-1.943404,-0.720798,56.081,0.039579,-0.466,0.466,0.086425,1,0,624
123.040000,121.710000,0.040000,-1.924555,-0.692708,58.273,-1.950748,-0.656724,57.051,-1.905248,-0.662294,57.727,0.036024,-0.547,0.547,0.092579,1,0,625
123.240000,121.910000,0.040000,-1.886085,-0.629518,60.016,-1.911356,-0.593958,58.794,-1.866599,-0.599068,59.469,0.036150,-0.546,0.546,0.092661,1,0,626
123.440000,122.110000,0.040000,-1.858352,-0.581106,61.338,-1.873689,-0.529642,60.577,-1.829693,-0.534313,61.252,0.054872,-0.086,0.086,0.078552,1,0,627
123.630000,122.300000,0.030000,-1.823358,-0.515969,63.354,-1.840189,-0.467942,62.558,-1.796923,-0.472222,63.234,0.051114,-0.120,0.120,0.074259,1,0,628
123.830000,122.500000,0.030000,-1.791001,-0.450040,65.575,-1.807393,-0.401747,64.694,-1.764910,-0.405645,65.370,0.051495,-0.205,0.205,0.078405,1,0,629
124.020000,122.690000,0.020000,-1.759416,-0.379270,66.559,-1.776167,-0.334272,65.467,-1.734482,-0.337806,66.143,0.048384,-0.416,0.416,0.090199,1,0,630
124.210000,122.880000,0.010000,-1.728057,-0.306689,66.543,-1.744957,-0.265874,65.404,-1.704081,-0.269045,66.079,0.044631,-0.464,0.464,0.091031,1,0,631
124.410000,123.080000,0.010000,-1.696762,-0.234946,66.079,-1.711986,-0.194720,64.937,-1.671951,-0.197507,65.612,0.044914,-0.466,0.466,0.091574,1,0,632
124.590000,123.260000,0.100000,-1.665526,-0.164874,65.836,-1.681721,-0.130537,64.723,-1.642445,-0.132971,65.399,0.039376,-0.437,0.437,0.083209,1,0,633
124.790000,123.460000,0.090000,-1.640725,-0.109489,66.519,-1.648735,-0.059590,65.729,-1.610297,-0.061640,66.404,0.056705,-0.114,0.114,0.081804,1,0,634
124.980000,123.650000,0.080000,-1.610337,-0.038272,67.929,-1.619154,0.007984,67.005,-1.581516,0.006278,67.680,0.053060,-0.248,0.248,0.082838,1,0,635
125.180000,123.850000,0.080000,-1.581468,0.033919,68.788,-1.589207,0.079969,67.767,-1.552419,0.078611,68.443,0.053303,-0.345,0.345,0.089824,1,0,636
125.370000,124.040000,0.070000,-1.553795,0.105641,69.536,-1.562013,0.147472,68.606,-1.526023,0.146430,69.281,0.049346,-0.255,0.255,0.078564,1,0,637
125.560000,124.230000,0.060000,-1.528126,0.175382,70.824,-1.536839,0.213427,69.864,-1.501629,0.212677,70.540,0.045749,-0.284,0.284,0.076121,1,0,638
125.760000,124.430000,0.060000,-1.505062,0.243123,72.784,-1.513211,0.281011,71.860,-1.478799,0.280535,72.536,0.045710,-0.248,0.248,0.073529,1,0,639
125.950000,124.620000,0.050000,-1.484888,0.310203,75.312,-1.493653,0.344724,74.284,-1.459994,0.344474,74.959,0.042358,-0.353,0.353,0.077944,1,0,640
126.140000,124.810000,0.040000,-1.467936,0.377786,78.114,-1.477099,0.408959,76.953,-1.444199,0.408900,77.629,0.039135,-0.485,0.485,0.088121,1,0,641
126.340000,125.010000,0.040000,-1.457332,0.429354,80.021,-1.462669,0.477941,79.475,-1.430583,0.478047,80.151,0.055557,0.130,0.130,0.080697,1,0,642
126.530000,125.200000,0.030000,-1.445604,0.499519,82.275,-1.451412,0.544810,81.622,-1.420116,0.545044,82.297,0.052175,0.022,0.022,0.073855,1,0,643
126.730000,125.400000,0.030000,-1.436579,0.570861,84.553,-1.442200,0.616500,83.885,-1.411749,0.616838,84.561,0.052254,0.008,0.008,0.073907,1,0,644
126.930000,125.600000,0.030000,-1.430254,0.643717,86.729,-1.435644,0.689630,86.054,-1.406056,0.690041,86.730,0.052262,0.001,0.001,0.073910,1,0,645
127.130000,125.800000,0.030000,-1.426635,0.718069,88.662,-1.431657,0.764331,87.953,-1.402951,0.764783,88.628,0.052375,-0.034,0.034,0.074224,1,0,646
127.320000,125.990000,0.020000,-1.425439,0.793694,90.340,-1.430001,0.836484,89.512,-1.402145,0.836951,90.188,0.049130,-0.152,0.152,0.072724,1,0,647
127.520000,126.190000,0.020000,-1.426330,0.871016,91.505,-1.430036,0.914097,90.654,-1.403096,0.914558,91.329,0.049353,-0.175,0.175,0.074062,1,0,648
127.720000,126.390000,0.020000,-1.428691,0.949440,92.344,-1.431379,0.992821,91.452,-1.405367,0.993260,92.127,0.049640,-0.217,0.217,0.076629,1,0,649
127.920000,126.590000,0.020000,-1.432149,1.028801,92.827,-1.433621,1.072456,91.886,-1.408548,1.072864,92.562,0.049985,-0.265,0.265,0.080035,1,0,650
128.110000,126.780000,0.010000,-1.436142,1.108039,92.969,-1.436094,1.147895,92.004,-1.411910,1.148268,92.680,0.046963,-0.289,0.289,0.077959,1,0,651
128.300000,126.970000,0.000000,-1.440196,1.186011,92.810,-1.438575,1.221943,91.844,-1.415264,1.222282,92.520,0.044013,-0.290,0.290,0.074551,1,0,652
128.490000,127.160000,0.100000,-1.443460,1.258310,91.405,-1.440089,1.292556,90.486,-1.417611,1.292872,91.162,0.043159,-0.243,0.243,0.070075,1,0,653
128.690000,127.360000,0.090000,-1.444683,1.314551,89.912,-1.439484,1.364416,88.394,-1.417853,1.364734,89.070,0.056905,-0.842,0.842,0.143724,1,0,654
128.870000,127.540000,0.070000,-1.444051,1.379646,86.542,-1.436322,1.422021,85.112,-1.415371,1.422372,85.787,0.051459,-0.755,0.755,0.129189,1,0,655
129.070000,127.740000,0.070000,-1.439581,1.440498,81.920,-1.428664,1.482441,80.453,-1.408425,1.482878,81.129,0.052600,-0.791,0.791,0.134334,1,0,656
129.260000,127.930000,0.060000,-1.430360,1.499666,77.287,-1.417010,1.538204,76.066,-1.397430,1.538775,76.742,0.051126,-0.546,0.546,0.105748,1,0,657
129.460000,128.130000,0.060000,-1.416373,1.558028,72.949,-1.400240,1.595977,71.755,-1.381342,1.596741,72.430,0.052210,-0.519,0.519,0.104081,1,0,658
129.660000,128.330000,0.060000,-1.398139,1.614981,68.856,-1.379359,1.652203,67.680,-1.361126,1.653210,68.356,0.053211,-0.500,0.500,0.103307,1,0,659
129.840000,128.510000,0.040000,-1.375548,1.671358,64.708,-1.356902,1.702079,63.949,-1.339258,1.703348,64.625,0.048376,-0.083,0.083,0.069413,1,0,660
130.040000,128.710000,0.040000,-1.348077,1.727515,60.432,-1.327288,1.757177,59.683,-1.310296,1.758791,60.359,0.049047,-0.073,0.073,0.070121,1,0,661
